Small Unit Installation Postcode,Jan 2011 - SGU Rated Output In kW,Feb 2011 - SGU Rated Output In kW,Mar 2011 - SGU Rated Output In kW,Apr 2011 - SGU Rated Output In kW,May 2011 - SGU Rated Output In kW,Jun 2011 - SGU Rated Output In kW,Jul 2011 - SGU Rated Output In kW,Aug 2011 - SGU Rated Output In kW,Sep 2011 - SGU Rated Output In kW,Oct 2011 - SGU Rated Output In kW,Nov 2011 - SGU Rated Output In kW,Dec 2011 - SGU Rated Output In kW,Jan 2012 - SGU Rated Output In kW,Feb 2012 - SGU Rated Output In kW,Mar 2012 - SGU Rated Output In kW,Apr 2012 - SGU Rated Output In kW,May 2012 - SGU Rated Output In kW,Jun 2012 - SGU Rated Output In kW,Jul 2012 - SGU Rated Output In kW,Aug 2012 - SGU Rated Output In kW,Sep 2012 - SGU Rated Output In kW,Oct 2012 - SGU Rated Output In kW,Nov 2012 - SGU Rated Output In kW,Dec 2012 - SGU Rated Output In kW,Jan 2013 - SGU Rated Output In kW,Feb 2013 - SGU Rated Output In kW,Mar 2013 - SGU Rated Output In kW,Apr 2013 - SGU Rated Output In kW,May 2013 - SGU Rated Output In kW,Jun 2013 - SGU Rated Output In kW,Jul 2013 - SGU Rated Output In kW,Aug 2013 - SGU Rated Output In kW,Sep 2013 - SGU Rated Output In kW,Oct 2013 - SGU Rated Output In kW,Nov 2013 - SGU Rated Output In kW,Dec 2013 - SGU Rated Output In kW,Jan 2014 - SGU Rated Output In kW,Feb 2014 - SGU Rated Output In kW,Mar 2014 - SGU Rated Output In kW,Apr 2014 - SGU Rated Output In kW,May 2014 - SGU Rated Output In kW,Jun 2014 - SGU Rated Output In kW,Jul 2014 - SGU Rated Output In kW,Aug 2014 - SGU Rated Output In kW,Sep 2014 - SGU Rated Output In kW,Oct 2014 - SGU Rated Output In kW,Nov 2014 - SGU Rated Output In kW,Dec 2014 - SGU Rated Output In kW,Jan 2015 - SGU Rated Output In kW,Feb 2015 - SGU Rated Output In kW,Mar 2015 - SGU Rated Output In kW,Apr 2015 - SGU Rated Output In kW,May 2015 - SGU Rated Output In kW,Jun 2015 - SGU Rated Output In kW,Jul 2015 - SGU Rated Output In kW,Aug 2015 - SGU Rated Output In kW,Sep 2015 - SGU Rated Output In kW,Oct 2015 - SGU Rated Output In kW,Nov 2015 - SGU Rated Output In kW,Dec 2015 - SGU Rated Output In kW,Jan 2016 - SGU Rated Output In kW,Feb 2016 - SGU Rated Output In kW,Mar 2016 - SGU Rated Output In kW,Apr 2016 - SGU Rated Output In kW,May 2016 - SGU Rated Output In kW,Jun 2016 - SGU Rated Output In kW,Jul 2016 - SGU Rated Output In kW,Aug 2016 - SGU Rated Output In kW,Sep 2016 - SGU Rated Output In kW,Oct 2016 - SGU Rated Output In kW,Nov 2016 - SGU Rated Output In kW,Dec 2016 - SGU Rated Output In kW,Jan 2017 - SGU Rated Output In kW,Feb 2017 - SGU Rated Output In kW,Mar 2017 - SGU Rated Output In kW,Apr 2017 - SGU Rated Output In kW,May 2017 - SGU Rated Output In kW,Jun 2017 - SGU Rated Output In kW,Jul 2017 - SGU Rated Output In kW,Aug 2017 - SGU Rated Output In kW,Sep 2017 - SGU Rated Output In kW,Oct 2017 - SGU Rated Output In kW,Nov 2017 - SGU Rated Output In kW,Dec 2017 - SGU Rated Output In kW,Jan 2018 - SGU Rated Output In kW,Feb 2018 - SGU Rated Output In kW,Mar 2018 - SGU Rated Output In kW,Apr 2018 - SGU Rated Output In kW,May 2018 - SGU Rated Output In kW,Jun 2018 - SGU Rated Output In kW,Jul 2018 - SGU Rated Output In kW,Aug 2018 - SGU Rated Output In kW,Sep 2018 - SGU Rated Output In kW,Oct 2018 - SGU Rated Output In kW,Nov 2018 - SGU Rated Output In kW,Dec 2018 - SGU Rated Output In kW,Jan 2019 - SGU Rated Output In kW,Feb 2019 - SGU Rated Output In kW,Mar 2019 - SGU Rated Output In kW,Apr 2019 - SGU Rated Output In kW,May 2019 - SGU Rated Output In kW,Jun 2019 - SGU Rated Output In kW,Jul 2019 - SGU Rated Output In kW,Aug 2019 - SGU Rated Output In kW,Sep 2019 - SGU Rated Output In kW,Oct 2019 - SGU Rated Output In kW,Nov 2019 - SGU Rated Output In kW,Dec 2019 - SGU Rated Output In kW,Jan 2020 - SGU Rated Output In kW,Feb 2020 - SGU Rated Output In kW,Mar 2020 - SGU Rated Output In kW,Apr 2020 - SGU Rated Output In kW,May 2020 - SGU Rated Output In kW,Jun 2020 - SGU Rated Output In kW,Jul 2020 - SGU Rated Output In kW,Aug 2020 - SGU Rated Output In kW,Sep 2020 - SGU Rated Output In kW,Oct 2020 - SGU Rated Output In kW,Nov 2020 - SGU Rated Output In kW,Dec 2020 - SGU Rated Output In kW,Jan 2021 - SGU Rated Output In kW,Feb 2021 - SGU Rated Output In kW,Mar 2021 - SGU Rated Output In kW,Apr 2021 - SGU Rated Output In kW,May 2021 - SGU Rated Output In kW,Jun 2021 - SGU Rated Output In kW,Jul 2021 - SGU Rated Output In kW,Aug 2021 - SGU Rated Output In kW,Sep 2021 - SGU Rated Output In kW,Oct 2021 - SGU Rated Output In kW,Nov 2021 - SGU Rated Output In kW,Dec 2021 - SGU Rated Output In kW,Jan 2022 - SGU Rated Output In kW,Feb 2022 - SGU Rated Output In kW,Mar 2022 - SGU Rated Output In kW,Apr 2022 - SGU Rated Output In kW,May 2022 - SGU Rated Output In kW,Jun 2022 - SGU Rated Output In kW,Jul 2022 - SGU Rated Output In kW,Aug 2022 - SGU Rated Output In kW,Sep 2022 - SGU Rated Output In kW,Oct 2022 - SGU Rated Output In kW,Nov 2022 - SGU Rated Output In kW,Dec 2022 - SGU Rated Output In kW,Jan 2023 - SGU Rated Output In kW,Feb 2023 - SGU Rated Output In kW,Mar 2023 - SGU Rated Output In kW,Apr 2023 - SGU Rated Output In kW,May 2023 - SGU Rated Output In kW,Jun 2023 - SGU Rated Output In kW,Jul 2023 - SGU Rated Output In kW,Aug 2023 - SGU Rated Output In kW,Sep 2023 - SGU Rated Output In kW,Oct 2023 - SGU Rated Output In kW,Nov 2023 - SGU Rated Output In kW,Dec 2023 - SGU Rated Output In kW,Jan 2024 - SGU Rated Output In kW,Feb 2024 - SGU Rated Output In kW,Mar 2024 - SGU Rated Output In kW,Apr 2024 - SGU Rated Output In kW
3793,6.12,3.7,2.04,6.0,2.2,17.15,4.94,5.7,13.96,1.9,2.66,1.56,3.04,0.0,10.64,3.01,15.405,37.26,10.98,18.72,33.595,0.0,4.94,8.5,3.0,11.1,24.24,0.0,6.5,0.0,2.0,7.5,0.0,0.0,26.0,16.75,3.0,11.52,8.18,8.96,0.0,0.0,23.0,20.75,28.0,2.5,14.5,20.0,5.75,5.0,8.0,29.5,2.5,5.0,11.74,12.1,23.64,10.0,0.0,19.125,30.0,20.175,7.54,9.08,3.06,67.89,62.685,6.76,3.64,4.68,6.24,0.0,3.18,4.68,33.71,0.0,5.3,21.92,21.685,13.6,0.0,42.605,6.48,79.186,0.0,11.42,9.6,36.02,0.0,0.0,14.94,5.28,24.96,19.02,14.23,61.79,22.11,53.385,35.18,14.59,11.33,0.0,0.0,45.92,19.35,13.215,32.845,20.355,36.33,0.0,54.995,8.34,8.775,23.1,38.145,22.155,0.0,0.0,0.0,181.855,26.34,36.2,38.25,35.62,6.66,42.12,28.8,43.18,12.58,96.025,76.0,30.89,5.92,49.21,87.885,14.82,0.0,49.29,64.435,16.59,47.25,6.64,120.75,24.9,36.23,35.985,11.48,105.28,9.73,18.465,10.0,31.54,61.48,11.0,103.315,39.2,0.0,61.085,15.66,0.0
3795,0.0,0.0,4.18,3.63,4.39,21.57,3.0,0.0,4.8,0.0,1.4,0.0,1.56,6.0,1.52,7.61,15.696,37.34,2.4,11.5,26.56,2.0,3.12,9.0,6.94,0.0,0.0,0.0,4.5,2.0,4.8,3.22,5.0,0.0,9.8,5.6,19.0,0.0,5.0,17.5,8.0,0.0,2.0,0.0,45.5,24.59,7.5,0.0,4.5,0.0,0.0,14.0,2.5,4.5,14.0,0.0,13.5,9.075,0.0,0.0,4.42,0.0,4.5,99.39,0.0,7.57,29.5,10.2,15.24,0.0,0.0,46.175,29.9,37.44,4.68,4.505,101.84,12.16,9.86,0.0,6.16,0.0,4.59,0.0,3.3,10.03,5.4,0.0,2.32,1.65,5.94,35.105,18.33,16.04,6.6,106.14,0.0,0.0,5.12,4.41,25.2,0.0,10.2,3.0,83.24,15.84,0.0,33.52,0.0,5.28,6.6,0.0,0.0,0.0,7.92,60.06,0.0,0.0,12.675,31.86,0.0,8.58,10.89,44.73,19.8,13.32,95.15,0.0,37.09,21.21,0.0,47.19,6.66,9.99,17.49,0.0,0.0,13.3,0.0,6.63,0.0,28.82,39.36,6.64,31.54,26.155,5.74,13.28,17.0,23.75,10.12,42.16,14.12,97.12,72.415,0.0,6.64,10.56,19.8,0.0
3796,8.24,27.74,17.24,10.28,17.885,31.589,7.6,11.52,4.75,3.29,5.75,7.04,3.04,14.02,24.43,9.5,37.33,42.18,17.65,19.84,41.14,9.34,19.88,31.235,8.8,12.89,14.5,11.84,19.75,17.078,19.99,2.35,9.79,10.5,17.05,23.85,9.0,16.5,31.5,32.12,22.5,12.0,13.75,13.42,40.25,25.2,36.39,28.06,10.7,34.05,13.5,19.25,15.0,0.0,13.7,4.5,13.04,3.25,12.67,22.8,23.905,40.32,6.12,15.76,38.78,33.483,2.04,2.08,15.63,2.08,23.63,48.09,11.645,15.985,24.74,6.67,1.68,21.715,26.39,28.23,0.0,7.97,54.83,26.67,0.0,36.52,5.4,17.28,54.52,45.345,21.56,17.51,25.985,85.91,26.755,69.545,3.35,54.91,36.375,158.6,10.08,27.395,36.65,14.85,10.2,100.055,19.325,32.91,51.08,82.2,84.295,62.45,36.77,52.115,85.34,25.04,10.575,11.22,46.505,100.81,56.03,41.84,85.57,77.69,10.08,52.17,55.59,100.065,39.33,80.73,55.11,72.63,21.48,58.835,17.16,45.55,32.42,49.7,62.19,125.11,83.435,41.96,79.88,160.045,90.535,108.54,83.9,34.405,68.56,88.75,49.04,66.875,72.4,51.88,89.785,34.675,52.13,47.38,24.68,6.6
3797,0.0,4.54,6.86,4.5,0.0,9.455,9.54,12.9,21.07,0.0,12.98,8.74,13.375,12.09,14.24,9.41,19.015,17.95,4.5,9.44,29.0,6.0,23.27,25.1,0.0,8.0,8.75,16.85,9.5,4.0,0.0,4.5,4.0,13.5,25.0,32.3,13.0,18.0,27.675,6.0,17.0,12.5,4.0,5.1,12.75,11.5,40.02,4.0,7.5,2.0,19.505,20.5,10.0,4.5,24.81,4.0,5.0,4.68,9.67,26.46,4.5,0.0,18.46,6.84,0.0,4.5,0.255,3.12,12.74,4.68,17.89,28.9,5.24,4.42,27.68,8.83,28.44,8.16,6.33,19.96,5.9,7.48,12.255,49.766,0.0,22.77,0.0,47.065,195.7,17.82,18.795,4.96,15.59,53.299,17.4,36.72,16.46,29.1,21.95,34.86,30.3,9.3,12.55,11.745,15.61,35.655,5.61,112.695,48.185,52.445,49.11,13.2,19.305,13.215,21.16,5.92,0.0,32.54,13.2,28.68,7.62,36.26,18.38,28.59,23.95,121.17,77.56,26.61,5.4,90.99,38.84,89.64,6.66,0.0,16.62,18.33,37.6,13.3,59.44,29.05,30.73,19.27,19.385,6.225,6.64,12.24,38.38,13.28,29.84,27.41,43.35,85.685,33.275,12.3,23.1,26.84,6.64,13.24,16.65,3.96
3799,9.7,14.99,8.04,9.13,19.755,20.12,9.06,27.07,26.875,3.08,4.56,5.08,8.58,12.39,20.64,20.5,17.64,44.21,20.33,24.79,10.03,9.4,20.6,12.94,13.5,6.71,14.905,16.2,27.47,12.5,12.85,14.0,10.06,12.75,14.5,34.75,4.5,34.25,9.82,24.93,7.5,11.0,12.0,4.5,11.25,25.75,24.6,24.0,3.0,5.75,0.0,11.94,11.0,12.45,7.13,46.135,3.1,15.88,10.92,4.0,2.86,5.0,21.58,6.63,39.58,33.72,14.66,10.83,22.13,8.145,4.68,20.31,8.52,3.06,7.0,20.54,47.82,26.41,9.18,44.7,16.89,7.515,26.78,51.43,5.035,32.02,18.915,54.765,30.78,25.16,10.23,24.88,18.6,60.74,80.905,72.43,26.03,29.69,71.495,25.858,31.585,31.3,20.81,38.84,7.695,6.3,25.89,17.4,2.8,23.76,74.523,38.535,25.99,40.62,61.8,6.6,0.0,47.34,140.425,34.25,32.94,46.44,149.985,77.04,47.96,68.05,54.1,26.64,57.54,22.2,51.84,63.32,25.89,32.3,27.88,25.22,21.89,28.77,71.67,41.385,85.31,77.82,56.09,56.19,50.75,23.45,30.67,104.29,22.635,50.595,26.52,32.59,13.28,28.49,50.006,37.535,23.215,23.37,0.0,24.64
3802,47.155,48.798,65.25,82.533,84.994,102.0,45.105,37.66,40.385,23.1,15.505,30.17,42.53,42.16,83.035,96.605,105.13,140.015,107.375,64.295,113.76,64.85,22.16,67.99,28.56,22.1,48.955,32.07,42.5,46.44,50.92,31.06,41.915,67.55,61.84,38.46,41.75,55.0,59.06,65.75,116.495,52.1,49.85,49.0,28.25,44.75,50.0,59.1,48.75,46.5,53.6,65.5,12.86,27.52,46.2,76.05,46.73,19.12,15.57,35.34,109.4,79.96,52.0,30.48,29.65,17.2,35.65,46.32,37.05,32.82,22.76,45.245,16.975,15.54,46.78,10.44,35.79,35.42,62.83,22.015,33.29,55.725,35.86,48.055,22.515,64.025,74.08,27.11,38.015,77.26,38.765,44.215,96.165,184.68,186.185,148.47,125.285,211.375,186.275,214.45,87.575,54.14,42.11,55.985,107.12,129.275,142.38,163.66,153.34,183.095,184.59,157.32,195.79,278.78,268.68,41.78,9.9,137.585,307.42,279.77,187.76,234.39,250.385,286.685,204.52,217.22,285.93,210.78,137.125,148.34,120.76,147.6,83.455,96.99,198.24,78.86,61.4,100.8,121.265,116.735,159.82,82.19,125.715,132.815,117.16,80.2,91.76,70.885,167.535,135.44,152.51,118.08,197.2,132.58,235.295,188.36,131.66,168.025,97.81,46.455
3803,7.58,14.09,13.7,17.644,34.95,39.03,7.58,16.59,25.96,8.71,7.98,4.75,10.65,25.53,49.08,34.7,85.87,73.48,46.19,37.775,79.81,16.36,32.685,31.85,22.48,18.68,13.15,26.5,11.66,7.4,38.3,24.43,17.07,18.25,74.94,60.1,26.15,18.83,6.0,99.0,66.0,74.94,23.0,20.5,45.0,11.25,50.84,48.5,55.5,27.75,61.86,72.66,61.84,196.73,61.98,47.5,17.36,22.5,65.06,22.41,10.5,16.0,30.575,53.16,42.46,10.5,76.08,13.45,10.67,91.61,35.14,69.375,0.0,35.96,15.07,21.42,22.25,7.97,24.615,270.03,44.075,70.2,29.195,97.915,28.44,20.345,65.76,40.44,34.66,180.43,109.915,194.665,117.995,64.66,83.945,100.07,95.95,127.35,103.27,169.215,139.92,41.57,30.885,39.65,52.7,132.79,107.915,187.24,82.785,114.48,127.135,151.47,203.975,290.41,186.805,49.26,58.4,171.405,94.39,86.91,98.82,143.61,198.35,143.26,411.01,132.22,124.81,249.875,243.29,160.38,269.4,115.295,68.175,66.78,58.06,78.865,32.56,36.84,60.075,49.695,55.485,78.415,48.805,220.67,25.665,273.66,80.635,91.24,70.2,311.5,112.02,147.605,68.24,64.5,56.46,171.31,63.68,74.08,40.545,21.12
3804,7.17,16.665,11.44,29.17,24.064,30.71,22.73,35.975,50.92,9.82,22.86,22.65,13.37,22.86,17.86,8.78,45.495,56.268,22.11,16.0,72.28,31.62,35.73,52.8,5.0,18.2,13.935,15.75,42.765,13.16,15.12,17.05,24.125,23.5,23.5,55.04,34.04,29.035,36.0,28.8,52.25,17.5,41.54,31.58,48.0,23.5,61.0,37.86,136.578,30.5,21.0,51.5,61.44,13.5,31.35,35.12,24.92,59.055,25.39,22.41,48.5,18.945,36.27,20.63,8.36,13.8,21.54,37.0,28.8,26.2,12.12,11.55,0.0,32.13,29.81,22.12,13.685,26.13,18.1,33.22,37.94,75.855,66.41,64.77,11.1,47.03,60.835,71.53,38.1,49.265,31.72,41.355,152.76,128.505,105.435,81.055,66.695,69.305,139.61,66.195,55.055,117.065,51.74,48.99,47.795,78.775,107.045,68.495,22.65,75.64,70.315,117.31,116.025,77.26,271.285,43.57,6.29,47.07,173.705,149.43,143.83,80.26,103.1,120.885,79.39,50.34,74.86,102.16,43.83,59.91,137.29,41.71,50.44,103.23,61.52,91.535,66.62,92.52,46.21,23.27,109.09,67.898,48.835,226.365,76.445,33.71,112.71,90.685,70.82,82.575,41.455,190.93,102.555,40.615,134.71,129.74,39.53,107.8,22.48,9.24
3805,88.834,94.24,114.81,131.74,252.984,325.805,98.05,105.849,226.785,18.87,69.02,78.17,102.39,149.05,163.12,217.72,364.623,421.945,206.94,240.515,323.558,120.62,96.71,173.98,56.76,96.92,99.86,104.715,138.49,140.108,144.66,123.695,118.445,171.42,217.26,106.42,136.51,144.84,157.3,152.86,210.17,81.3,144.54,166.61,159.75,171.965,174.715,113.18,126.035,190.06,115.25,141.0,106.19,75.52,123.025,133.785,104.205,110.795,91.025,133.845,117.155,82.3,94.645,73.97,83.395,42.27,76.95,107.345,110.475,124.345,116.8,153.435,97.015,100.84,132.963,70.815,139.14,143.89,82.865,180.64,103.135,109.59,149.015,199.53,148.055,153.84,138.405,211.75,158.51,154.095,104.16,153.81,345.555,334.53,503.85,445.39,317.025,454.875,428.925,307.8,226.215,94.85,179.285,245.89,290.54,505.56,685.4,480.3,363.965,399.875,370.135,350.47,577.905,508.055,597.655,106.83,48.49,476.465,1025.655,850.56,567.55,546.33,583.98,492.7,438.455,610.045,676.26,548.14,422.225,452.365,562.93,453.525,214.405,248.76,406.885,268.7,225.645,233.7,313.835,450.34,414.385,411.785,291.89,425.095,253.985,373.365,269.705,277.345,439.04,437.155,373.275,348.12,443.19,550.995,444.2,628.26,281.79,455.545,306.85,126.465
3806,99.518,102.795,131.895,131.53,147.495,195.515,83.73,47.78,125.186,14.86,42.826,69.65,48.67,105.81,140.068,212.44,233.5,335.65,132.964,143.655,282.195,78.87,85.64,108.98,67.2,59.4,66.2,79.9,100.125,76.38,81.89,72.99,115.65,77.53,78.33,75.98,112.07,145.75,131.63,57.09,151.36,189.7,104.94,125.02,160.44,145.05,132.3,92.55,127.39,82.69,116.7,110.86,131.37,77.21,112.66,96.67,132.4,87.22,96.835,62.92,80.31,92.11,67.83,70.955,71.18,46.1,44.045,146.505,66.365,83.83,74.965,59.355,78.33,82.19,88.299,47.66,112.62,134.815,110.665,87.76,193.12,112.52,226.05,298.325,104.335,110.485,174.245,229.82,129.7,85.82,114.666,161.62,245.745,305.42,357.565,395.63,310.845,465.525,311.915,328.49,269.32,92.285,273.867,265.75,373.095,442.77,521.505,498.325,396.52,378.775,395.78,316.63,366.44,387.905,568.71,129.4,28.74,343.91,792.6,858.565,432.415,676.945,632.45,457.185,423.645,476.99,613.4,542.31,492.83,484.395,677.46,586.715,325.025,350.79,299.56,304.72,319.15,324.93,350.37,411.945,414.04,397.125,696.995,457.845,461.895,526.535,361.33,387.725,332.93,356.79,384.65,465.905,384.335,680.385,676.59,601.805,333.84,513.98,364.485,132.145
3807,1.9,15.64,22.5,18.585,34.43,60.785,13.16,30.1,60.06,4.18,9.84,5.02,16.025,11.41,31.36,30.08,37.15,50.36,33.74,45.6,59.71,36.33,16.85,33.94,15.06,0.0,7.0,18.92,13.1,30.06,4.0,13.27,15.8,9.3,21.6,23.845,10.75,26.135,11.59,22.0,32.54,22.5,12.0,32.0,16.5,19.0,15.0,3.0,21.0,17.0,15.94,4.5,12.5,15.66,12.0,21.77,10.125,8.98,28.44,11.0,7.5,13.61,28.76,13.36,26.95,4.42,4.42,13.11,18.64,9.18,31.04,18.335,13.25,49.39,11.89,21.76,4.16,9.59,5.12,28.385,45.05,17.64,29.35,36.195,27.585,49.59,37.71,16.12,71.715,28.84,49.84,12.67,25.265,93.64,67.685,47.675,27.545,61.33,56.69,22.27,42.28,29.67,45.59,22.58,71.42,142.665,36.285,52.46,56.92,27.58,41.46,64.26,119.51,32.57,61.35,34.355,21.87,97.87,94.015,91.51,58.055,42.92,84.09,64.03,109.695,47.58,62.35,87.84,56.87,121.38,51.25,97.98,25.53,37.69,33.27,44.31,38.48,34.225,42.53,101.84,98.7,21.165,35.77,98.56,31.75,81.1,42.815,55.17,150.66,58.0,60.195,63.545,61.255,79.81,62.515,114.15,35.005,69.69,45.405,28.6
3808,0.0,11.515,1.33,21.045,15.54,40.11,4.56,7.155,24.32,12.12,1.52,4.44,3.04,16.16,8.83,12.93,20.85,67.125,25.5,4.56,19.57,12.5,2.73,19.32,4.32,0.0,4.0,9.9,8.0,20.0,8.25,13.5,13.5,0.0,0.0,15.0,3.0,5.5,5.0,3.0,23.99,0.0,35.95,0.0,10.0,5.225,26.3,5.0,12.34,10.0,24.74,9.0,4.5,0.0,0.0,7.18,9.0,4.42,14.14,15.92,9.76,9.5,4.59,4.5,0.0,0.0,4.0,0.0,38.115,3.0,0.0,9.44,4.58,4.5,0.0,10.07,9.78,23.07,0.0,16.89,11.6,0.0,13.48,9.07,0.0,21.195,10.53,21.57,37.65,13.68,39.145,18.315,17.19,26.48,28.53,80.62,19.755,41.34,23.455,14.25,4.8,0.0,24.99,10.23,47.57,47.72,22.7,22.455,30.03,12.585,47.38,21.4,5.94,6.6,14.775,23.085,9.99,44.085,68.76,62.99,10.56,18.94,55.71,93.43,22.57,78.71,85.1,35.62,50.55,6.66,36.87,66.31,0.0,86.44,7.03,6.6,24.07,6.66,43.33,33.05,52.28,39.95,50.04,48.97,19.91,5.7,111.61,24.035,55.595,36.0,9.96,10.56,13.29,40.905,23.32,31.56,23.42,23.78,4.75,13.2
3809,2.22,1.5,1.52,3.62,4.56,13.25,5.32,7.04,7.421,0.0,0.0,0.0,1.52,4.56,11.02,11.71,8.93,23.58,1.56,0.0,37.58,1.6,6.82,17.28,0.0,5.0,4.52,5.0,0.0,10.37,5.4,3.0,3.0,13.616,20.85,11.4,12.0,30.18,73.38,3.0,7.53,16.9,39.75,9.5,24.5,26.75,29.58,29.6,28.5,25.45,10.5,39.0,2.5,23.65,15.16,26.5,8.72,8.5,9.15,11.71,14.04,41.525,25.4,18.78,34.67,5.58,36.8,15.64,32.64,47.8,13.075,26.3,18.67,17.76,54.355,7.5,21.575,11.93,48.78,16.02,72.39,29.94,32.8,101.57,67.295,72.375,144.6,30.44,99.56,73.88,94.065,140.467,238.545,263.345,232.72,144.18,117.985,207.32,256.83,146.445,160.59,87.105,50.015,166.165,289.112,444.47,374.56,340.32,279.265,278.065,335.075,182.85,167.48,381.98,407.85,62.685,24.69,302.89,436.905,477.87,343.3,318.46,311.57,283.05,424.5,414.35,557.42,428.12,318.915,433.44,307.345,394.99,122.53,216.95,183.57,197.735,133.995,233.23,263.335,282.99,349.56,157.925,164.12,396.64,179.885,211.475,143.09,135.255,278.52,261.385,188.58,211.72,211.335,283.815,269.345,520.365,149.14,152.505,220.95,106.345
3810,53.52,70.549,77.75,67.585,121.191,162.31,53.545,46.674,105.762,34.46,65.404,58.9,54.445,106.565,122.575,168.835,268.005,318.955,134.205,122.285,258.205,106.475,85.12,115.215,85.88,148.389,96.8,74.15,119.395,46.52,114.56,136.08,109.074,119.8,110.85,94.86,93.55,94.93,108.17,217.1,191.31,203.34,135.15,131.05,150.97,195.99,167.51,126.25,116.59,189.58,92.25,132.1,110.25,100.95,105.78,151.69,189.37,120.84,133.5,119.3,86.455,240.2,131.04,116.94,142.195,101.885,136.135,124.35,109.47,114.86,85.13,179.752,129.623,123.725,103.97,145.715,142.14,91.875,196.385,163.87,254.565,99.38,199.185,207.715,95.02,102.98,171.453,266.695,260.24,292.53,363.755,191.13,327.505,515.59,475.58,473.95,267.33,346.025,345.425,270.465,277.555,123.025,411.99,484.26,305.19,398.55,557.295,440.375,559.19,421.815,452.37,322.58,326.575,385.82,768.635,165.47,187.505,457.275,841.39,789.01,411.605,695.27,603.33,426.955,485.94,539.655,779.185,671.08,396.44,592.95,576.4,470.23,207.05,257.19,389.37,332.555,300.41,490.775,497.27,514.335,555.49,392.415,532.5,602.28,219.49,430.2,266.04,314.795,644.185,461.56,414.845,559.53,493.565,468.905,525.64,888.335,421.325,355.405,435.14,129.71
3812,9.9,12.62,13.67,9.66,21.2,37.02,11.29,7.22,15.95,0.0,2.7,3.0,8.4,22.94,4.5,7.42,15.92,24.41,1.9,12.0,6.56,0.0,4.5,0.0,0.0,4.23,11.12,4.32,8.82,14.04,3.0,0.0,8.5,18.0,14.09,18.0,4.5,18.5,3.0,7.75,4.16,8.75,7.85,4.5,16.5,8.1,7.5,25.74,19.5,4.0,4.59,5.0,78.0,4.56,3.0,7.5,4.16,0.0,9.09,8.84,10.0,7.0,7.96,0.0,0.0,12.0,0.0,1.53,4.5,0.0,0.0,20.775,0.0,4.58,14.85,0.0,1.53,4.59,13.685,13.98,4.68,4.95,5.4,21.64,10.26,0.0,11.78,0.0,0.0,12.37,0.0,0.0,16.83,31.35,11.7,122.4,99.825,11.615,41.675,15.64,53.065,6.3,16.045,0.0,12.9,0.0,6.6,19.25,6.0,26.46,13.23,0.0,6.6,163.98,24.06,69.3,0.0,106.1,33.9,0.0,26.49,56.87,34.78,3.15,54.21,13.32,29.14,14.96,14.43,38.45,32.71,29.97,15.66,52.97,13.29,19.11,20.36,111.73,0.0,36.23,111.64,0.0,42.485,11.64,13.28,155.045,0.0,6.6,9.96,0.0,21.165,19.84,6.65,6.64,0.0,31.12,29.04,0.0,0.0,0.0
3813,0.0,0.0,0.0,0.0,0.0,5.136,0.0,1.9,11.72,4.94,0.0,0.0,0.0,2.07,3.04,6.45,3.0,6.59,0.0,0.0,4.25,4.2,0.0,0.0,0.0,0.0,1.17,0.0,8.16,4.56,0.0,0.0,6.0,0.0,4.5,3.0,3.6,0.0,3.0,3.5,4.5,7.0,2.0,8.0,12.12,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,5.2,4.5,0.0,0.0,0.0,3.64,19.67,0.0,0.0,5.0,2.08,0.0,17.05,21.6,0.0,5.13,10.24,20.47,5.4,0.0,0.0,0.0,0.0,0.0,12.375,3.63,4.8,4.96,7.8,11.72,19.71,12.9,6.6,0.0,0.0,19.53,50.13,0.0,18.315,0.0,12.58,12.1,0.0,0.0,9.9,27.39,0.0,0.0,0.0,6.66,0.0,0.0,6.4,6.6,57.33,46.41,0.0,5.92,0.0,6.66,4.14,0.0,0.0,11.47,0.0,3.08,5.46,8.14,30.25,31.82,3.32,0.0,12.865,17.41,20.13,6.64,393.12,19.92,10.375,10.56,0.0,550.49,0.0,34.78,39.805,9.96,21.12,29.48,0.0,0.0,0.0
