Small Unit Installation Postcode,Jan 2011 - Installations Quantity,Feb 2011 - Installations Quantity,Mar 2011 - Installations Quantity,Apr 2011 - Installations Quantity,May 2011 - Installations Quantity,Jun 2011 - Installations Quantity,Jul 2011 - Installations Quantity,Aug 2011 - Installations Quantity,Sep 2011 - Installations Quantity,Oct 2011 - Installations Quantity,Nov 2011 - Installations Quantity,Dec 2011 - Installations Quantity,Jan 2012 - Installations Quantity,Feb 2012 - Installations Quantity,Mar 2012 - Installations Quantity,Apr 2012 - Installations Quantity,May 2012 - Installations Quantity,Jun 2012 - Installations Quantity,Jul 2012 - Installations Quantity,Aug 2012 - Installations Quantity,Sep 2012 - Installations Quantity,Oct 2012 - Installations Quantity,Nov 2012 - Installations Quantity,Dec 2012 - Installations Quantity,Jan 2013 - Installations Quantity,Feb 2013 - Installations Quantity,Mar 2013 - Installations Quantity,Apr 2013 - Installations Quantity,May 2013 - Installations Quantity,Jun 2013 - Installations Quantity,Jul 2013 - Installations Quantity,Aug 2013 - Installations Quantity,Sep 2013 - Installations Quantity,Oct 2013 - Installations Quantity,Nov 2013 - Installations Quantity,Dec 2013 - Installations Quantity,Jan 2014 - Installations Quantity,Feb 2014 - Installations Quantity,Mar 2014 - Installations Quantity,Apr 2014 - Installations Quantity,May 2014 - Installations Quantity,Jun 2014 - Installations Quantity,Jul 2014 - Installations Quantity,Aug 2014 - Installations Quantity,Sep 2014 - Installations Quantity,Oct 2014 - Installations Quantity,Nov 2014 - Installations Quantity,Dec 2014 - Installations Quantity,Jan 2015 - Installations Quantity,Feb 2015 - Installations Quantity,Mar 2015 - Installations Quantity,Apr 2015 - Installations Quantity,May 2015 - Installations Quantity,Jun 2015 - Installations Quantity,Jul 2015 - Installations Quantity,Aug 2015 - Installations Quantity,Sep 2015 - Installations Quantity,Oct 2015 - Installations Quantity,Nov 2015 - Installations Quantity,Dec 2015 - Installations Quantity,Jan 2016 - Installations Quantity,Feb 2016 - Installations Quantity,Mar 2016 - Installations Quantity,Apr 2016 - Installations Quantity,May 2016 - Installations Quantity,Jun 2016 - Installations Quantity,Jul 2016 - Installations Quantity,Aug 2016 - Installations Quantity,Sep 2016 - Installations Quantity,Oct 2016 - Installations Quantity,Nov 2016 - Installations Quantity,Dec 2016 - Installations Quantity,Jan 2017 - Installations Quantity,Feb 2017 - Installations Quantity,Mar 2017 - Installations Quantity,Apr 2017 - Installations Quantity,May 2017 - Installations Quantity,Jun 2017 - Installations Quantity,Jul 2017 - Installations Quantity,Aug 2017 - Installations Quantity,Sep 2017 - Installations Quantity,Oct 2017 - Installations Quantity,Nov 2017 - Installations Quantity,Dec 2017 - Installations Quantity,Jan 2018 - Installations Quantity,Feb 2018 - Installations Quantity,Mar 2018 - Installations Quantity,Apr 2018 - Installations Quantity,May 2018 - Installations Quantity,Jun 2018 - Installations Quantity,Jul 2018 - Installations Quantity,Aug 2018 - Installations Quantity,Sep 2018 - Installations Quantity,Oct 2018 - Installations Quantity,Nov 2018 - Installations Quantity,Dec 2018 - Installations Quantity,Jan 2019 - Installations Quantity,Feb 2019 - Installations Quantity,Mar 2019 - Installations Quantity,Apr 2019 - Installations Quantity,May 2019 - Installations Quantity,Jun 2019 - Installations Quantity,Jul 2019 - Installations Quantity,Aug 2019 - Installations Quantity,Sep 2019 - Installations Quantity,Oct 2019 - Installations Quantity,Nov 2019 - Installations Quantity,Dec 2019 - Installations Quantity,Jan 2020 - Installations Quantity,Feb 2020 - Installations Quantity,Mar 2020 - Installations Quantity,Apr 2020 - Installations Quantity,May 2020 - Installations Quantity,Jun 2020 - Installations Quantity,Jul 2020 - Installations Quantity,Aug 2020 - Installations Quantity,Sep 2020 - Installations Quantity,Oct 2020 - Installations Quantity,Nov 2020 - Installations Quantity,Dec 2020 - Installations Quantity,Jan 2021 - Installations Quantity,Feb 2021 - Installations Quantity,Mar 2021 - Installations Quantity,Apr 2021 - Installations Quantity,May 2021 - Installations Quantity,Jun 2021 - Installations Quantity,Jul 2021 - Installations Quantity,Aug 2021 - Installations Quantity,Sep 2021 - Installations Quantity,Oct 2021 - Installations Quantity,Nov 2021 - Installations Quantity,Dec 2021 - Installations Quantity,Jan 2022 - Installations Quantity,Feb 2022 - Installations Quantity,Mar 2022 - Installations Quantity,Apr 2022 - Installations Quantity,May 2022 - Installations Quantity,Jun 2022 - Installations Quantity,Jul 2022 - Installations Quantity,Aug 2022 - Installations Quantity,Sep 2022 - Installations Quantity,Oct 2022 - Installations Quantity,Nov 2022 - Installations Quantity,Dec 2022 - Installations Quantity,Jan 2023 - Installations Quantity,Feb 2023 - Installations Quantity,Mar 2023 - Installations Quantity,Apr 2023 - Installations Quantity,May 2023 - Installations Quantity,Jun 2023 - Installations Quantity,Jul 2023 - Installations Quantity,Aug 2023 - Installations Quantity,Sep 2023 - Installations Quantity,Oct 2023 - Installations Quantity,Nov 2023 - Installations Quantity,Dec 2023 - Installations Quantity,Jan 2024 - Installations Quantity,Feb 2024 - Installations Quantity,Mar 2024 - Installations Quantity,Apr 2024 - Installations Quantity
3485,0,2,1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,4,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,2,0,0,2,0,0,3,0,1,0,0,0,1,0
3487,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3488,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3489,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3490,1,0,2,0,0,3,3,1,4,0,1,0,0,5,2,3,3,9,3,3,6,2,2,3,3,1,0,1,1,3,0,5,3,0,2,0,0,3,0,0,3,6,1,1,0,2,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,3,1,2,0,4,0,0,2,0,0,2,0,2,0,2,1,0,2,0,3,0,2,1,0,0,2,1,5,0,0,0,0,0,0,2,3,1,2,2,2,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,2,1,3,2,1,1,2,0,0,1,1,0,1,0,2,0,1,1,3,1,5,1,3,0,2,1,1,1,2,3,1,0,16,2,1,1,2,0,2,0,1,0,0
3491,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3494,0,0,0,0,2,1,0,0,5,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,2,0,0,2,0,0,1,1,3,1,8,1,1,2,0,2,4,1,1,5,1,1,0,0,1,0,1,2,3,1,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,1,1,2,1,0,0,0,0,8,0,0,0,0,0
3496,4,3,5,5,6,21,10,9,9,2,1,1,4,2,2,6,12,14,3,10,17,4,8,14,1,1,7,2,10,11,12,2,6,10,5,6,6,3,7,3,4,5,12,2,0,6,6,3,0,7,5,4,2,4,5,3,4,2,3,2,1,6,0,4,7,4,3,4,3,5,2,4,3,3,5,5,10,11,7,4,3,4,11,13,3,7,5,13,11,5,6,4,5,3,10,11,5,13,13,18,8,5,7,11,5,7,16,9,9,12,11,10,7,5,19,13,13,10,6,17,8,10,14,8,6,2,6,15,17,5,5,8,5,8,6,9,10,9,5,14,17,8,9,12,7,9,10,4,9,9,7,15,8,8,6,4,4,6,6,0
3498,2,1,2,0,10,16,2,5,8,0,3,3,2,2,3,2,15,15,2,4,20,6,3,3,2,7,4,10,2,1,8,6,5,4,6,4,1,2,5,2,4,4,2,5,3,5,4,4,2,2,5,4,1,1,8,6,0,1,2,1,0,1,2,0,0,5,3,4,2,1,4,3,2,3,3,5,4,4,5,7,3,3,2,4,4,9,10,6,2,8,5,5,5,10,7,15,7,14,10,10,12,4,4,2,3,14,11,9,9,7,11,7,12,11,13,16,14,18,10,9,7,13,8,6,7,7,13,10,10,9,11,10,3,5,11,7,9,7,6,16,11,6,11,8,10,12,10,11,7,11,9,9,5,6,7,6,7,4,8,2
3500,29,9,26,6,30,56,20,21,44,5,9,14,11,16,19,19,41,77,13,22,68,12,14,33,11,11,24,21,28,24,21,17,10,20,19,14,8,16,23,19,17,28,30,19,13,34,20,18,6,30,17,11,16,7,15,18,17,14,11,15,3,15,13,16,25,10,10,9,20,15,14,29,38,14,17,16,21,26,23,15,20,29,23,32,13,41,49,29,27,23,22,25,26,29,47,36,27,31,43,60,21,12,21,25,21,35,51,61,26,37,45,43,59,52,60,66,68,66,71,50,31,60,66,49,41,35,44,51,51,56,45,60,29,38,47,35,34,28,34,38,32,37,45,51,45,49,41,14,49,47,48,26,41,38,38,26,13,28,45,11
3501,1,0,2,2,3,8,1,4,8,1,0,0,3,1,3,3,4,10,1,4,6,3,3,8,3,2,2,1,2,0,3,1,5,4,1,4,1,3,2,2,1,5,7,1,3,4,1,0,2,1,1,4,1,1,0,1,0,0,1,0,0,2,1,1,0,0,0,2,1,0,1,3,0,1,3,1,3,1,0,3,2,3,1,6,0,2,5,3,2,2,0,1,3,6,2,7,2,2,2,3,4,3,5,4,1,4,4,3,0,4,6,4,6,2,9,8,10,7,9,6,2,6,5,5,5,2,4,2,7,6,5,6,1,5,4,1,4,3,3,7,2,3,2,1,7,2,0,0,3,3,4,3,7,5,1,4,1,1,2,0
3502,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,1,2,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3505,2,3,10,3,9,16,3,5,12,1,1,2,5,3,2,4,9,30,1,7,18,7,3,12,2,6,7,14,7,6,7,8,6,4,4,5,4,2,8,2,3,3,1,6,1,7,3,2,0,6,2,4,1,1,4,6,2,3,3,1,0,2,5,5,6,3,2,2,1,3,3,3,1,4,3,5,1,3,3,3,3,1,2,5,3,5,12,9,5,5,5,2,4,2,12,10,7,8,10,6,4,6,2,1,1,7,7,8,5,3,10,8,7,5,17,10,17,12,10,10,8,7,5,3,3,6,12,3,10,9,8,3,6,4,8,5,3,3,6,6,8,5,4,3,4,7,5,6,5,10,8,6,5,8,6,6,6,4,3,1
3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3507,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
3509,0,0,0,0,3,0,3,0,2,0,1,0,1,0,2,1,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,1,1,0
3512,0,0,2,0,2,0,0,1,0,0,1,0,2,0,2,0,0,2,1,1,1,2,0,0,0,0,0,1,0,6,0,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0
3515,1,1,4,1,4,6,0,1,4,3,1,4,0,1,3,2,2,4,2,3,7,0,2,1,2,2,1,1,1,5,1,1,1,1,3,0,0,1,3,4,2,3,0,4,0,0,2,0,3,3,5,1,0,2,2,3,2,1,6,0,0,0,1,3,2,0,2,2,0,2,1,0,1,3,0,2,0,1,1,4,2,5,6,0,2,3,0,2,3,0,0,3,1,4,2,6,6,3,8,4,4,0,3,5,4,4,7,4,5,1,3,3,4,1,1,4,6,6,4,4,2,3,8,8,11,2,6,6,5,4,6,3,1,3,5,7,2,2,4,3,6,2,5,6,4,5,6,3,6,7,6,3,3,4,6,6,6,2,1,0
3516,1,2,4,0,3,3,0,3,4,0,3,6,3,0,1,0,1,3,2,1,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,0,0,1,0,0,2,0,0,2,4,2,0,0,1,2,0,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,3,0,1,1,0,0,0,0,0,0,1,3,0,1,0,0,0,2,1,0,3,1,3,0,1,2,0,0,1,2,0,1,2,0,1,0,0,3,1,0,1,1,0,0,3,1,1,2,0,1,0,1,0,0,1,0,0,0,0,1,0
3517,6,4,8,5,7,7,1,5,7,0,2,3,1,2,0,0,3,7,4,3,3,4,3,4,0,0,0,1,1,0,0,1,2,0,3,0,0,4,0,0,4,1,3,2,0,3,2,1,2,1,2,0,0,0,2,1,3,2,4,1,2,1,0,1,3,0,2,2,3,6,2,3,3,2,2,1,1,2,2,3,2,1,1,6,0,1,2,2,5,3,0,1,2,0,1,0,0,2,3,7,0,0,8,3,2,0,5,1,2,3,4,3,5,1,4,2,2,1,2,2,4,3,3,2,3,1,1,1,4,1,5,2,1,1,4,3,2,4,1,0,3,0,2,2,1,1,2,0,1,2,1,5,1,3,0,0,2,3,1,0
3518,2,1,1,3,6,5,4,6,8,1,1,1,0,1,1,2,2,6,2,3,1,0,2,1,1,2,2,4,2,2,0,2,1,1,1,1,0,1,4,2,1,1,2,6,3,4,2,0,1,1,1,3,1,2,4,1,2,4,1,1,2,2,1,3,1,1,1,0,3,3,1,0,1,1,1,0,1,0,2,2,2,0,1,4,2,4,2,0,3,2,3,0,1,0,4,1,0,2,0,0,2,0,1,2,2,1,3,5,1,3,0,4,2,1,2,2,2,2,2,4,4,0,3,2,0,7,3,1,2,3,0,0,0,2,3,1,2,1,1,1,0,1,3,1,0,2,1,2,3,1,4,2,2,1,0,1,2,1,0,0
3520,0,0,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3521,1,1,0,1,3,4,0,2,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,1,0,1,0,2,3,0,3,1,1,0,1,1,1,0,2,0,1,0,1,2,1,0,1,1,0,1,0,0,0,0,1,3,4,4,2,0,0,0,0,2,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,1,1,0,2,1,0,1,1,0,2,4,0,1,2,4,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1,2,1,1,0,1,1,0,0,0,2,1,0,1,2,0,2,0,2,1,0,0,3,3,1,2,1,0,1,0,0,0,2,0,3,1,0,1,1,0,0,0,0,2,1
3522,0,1,1,2,1,1,3,3,2,0,1,1,0,0,2,0,0,1,1,0,4,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,1,1,1,3,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,0,2,0,0,1,1,0,1,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,2,0,2,1,4,0,0,1,2,1,1,1,0,1,0,0,1,0,1,1,0,0
3523,6,8,13,15,6,21,7,8,18,6,5,8,5,4,5,8,22,15,7,5,17,7,4,9,5,6,4,3,3,10,6,4,2,3,11,7,2,4,4,5,8,3,3,9,10,4,3,6,4,3,4,1,3,1,3,5,2,2,1,0,4,4,3,5,2,1,5,2,7,4,6,7,5,5,7,4,3,4,6,5,4,2,5,8,7,7,5,5,10,5,7,2,4,3,9,9,7,12,11,6,1,2,2,8,7,4,7,6,6,5,3,4,6,7,7,8,11,6,5,5,3,8,15,8,3,7,5,11,7,5,9,0,1,1,7,5,6,7,2,6,6,6,7,7,6,4,7,5,7,5,11,6,6,6,3,4,8,2,5,1
3525,1,0,0,0,5,2,2,6,8,1,1,1,1,3,1,3,4,7,4,3,8,0,4,3,1,4,4,0,0,3,1,1,0,3,2,5,1,0,7,3,8,2,1,2,1,3,2,0,0,1,3,2,2,0,2,1,0,1,0,1,1,2,1,0,0,1,1,0,1,2,1,1,0,0,0,2,2,2,1,0,0,3,6,1,1,4,1,0,3,2,2,0,1,5,5,2,2,1,2,3,1,2,0,1,0,2,2,3,1,0,3,1,0,0,0,0,3,0,0,5,3,2,4,4,6,2,1,0,2,0,0,2,1,1,1,0,5,3,1,1,1,2,1,0,0,0,0,0,2,1,0,3,0,3,1,2,1,1,0,1
3527,0,0,1,1,1,2,1,2,2,1,0,0,0,7,1,3,5,3,0,1,4,0,0,1,1,0,0,1,0,3,2,0,0,0,1,1,1,2,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,2,0,0,1,0,1,0,0,1,3,2,1,1,0,1,0,1,0,1,0,0,0,0,1,0,2,0,2,2,3,1,1,0,1,0,1,0,1,1,0,1,1,3,1,1,0,0,0,1,1,0,0,2,1,5,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,1,0,1,0,2,2,5,1,2,2,0,3,1,1,0,0
3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3530,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3531,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0
3533,0,2,0,0,3,4,0,2,7,2,0,0,2,0,9,1,0,5,0,1,4,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,4,2,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,1,4,0,0,2,1,0,3,1,0,3,0,1,0,0,1,0,2,0,1,0,1,0,0,0,1,0,2,0,0,3,0,2,1,0,2,1,1,2,0,1,1,3,1,0,1,0,1,5,0,0,1,4,0,0,1,2,0,0,0,0,0,0,2,0,2,2,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3537,1,1,2,2,3,3,1,2,0,1,2,1,1,2,4,1,4,4,3,0,6,1,3,1,0,0,0,4,1,2,1,0,0,0,2,3,0,4,1,2,1,1,2,0,3,2,1,0,0,2,0,1,2,0,0,0,0,2,0,0,1,1,0,1,3,1,1,0,0,1,0,1,2,0,1,1,0,0,3,2,0,3,1,0,1,0,3,0,4,1,0,0,0,0,0,1,0,0,1,4,0,0,2,3,0,0,1,3,2,0,3,0,1,0,0,0,0,1,0,0,0,2,0,0,3,5,2,2,1,1,1,2,2,0,3,0,2,1,1,6,1,0,3,2,1,3,1,3,6,2,0,4,1,0,2,1,4,1,1,0
3540,0,1,0,1,4,9,0,2,1,0,2,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
3542,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3544,0,0,1,0,3,6,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
